Job Title,Company,Salary,Experience,City,Skills
Chuyên Viên Graphic Designer Mảng Thẩm Mỹ,BỆNH VIỆN THẨM MỸ KANGNAM,Thỏa thuận,2 năm,Hà Nội,Thiết kế...
Chuyên Viên ServiceDesk – Hỗ Trợ Core Banking T24,NGÂN HÀNG TM TNHH MTV KỶ NGUYÊN THỊNH VƯỢNG,Thỏa thuận,1 năm,Hà Nội,Đ...
Chuyên Viên Cao Cấp An Ninh Bảo Mật (Pentest),NGÂN HÀNG TM TNHH MTV KỶ NGUYÊN THỊNH VƯỢNG,Thỏa thuận,3 năm,Hà Nội,"An ninh mạng, IT..."
Nhân Viên Thiết Kế Đồ Họa (Graphic Design),CÔNG TY TNHH THỜI TRANG ELISE,Thỏa thuận,1 năm,Hà Nội,Thiết kế...
CTV Thiết Kế Thumbnail Và Dựng Video Youtube,CÔNG TY TNHH CSGVINA,Thỏa thuận,1 năm,Hà Nội,Sản ...
Nhân Viên Thiết Kế Đồ Họa,CÔNG TY TNHH VĂN HOÁ PALETTE,Thỏa thuận,1 năm,Hồ Chí Minh (mới),Thiết kế...
Nhân Viên Kinh Doanh Phần Mềm ERP/ Sales B2B,CÔNG TY TNHH ENTROSOFT,Thỏa thuận,1 năm,Hồ Chí Minh (mới),"Telesales, Direct Sales"
Thực Tập Marketing,CÔNG TY TNHH CSGVINA,Thỏa thuận,Không yêu cầu,Thỏa thuận,Không...
VMD Design Assistant Manager,"Pro
CÔNG TY CỔ PHẦN TRUNG TÂM THƯƠNG MẠI LOTTE VIỆT NAM",Thỏa thuận,3 năm,Hồ Chí Minh (mới),Bán lẻ -...
Chuyên Viên Cao Cấp An Ninh Bảo Mật (SOC),NGÂN HÀNG TM TNHH MTV KỶ NGUYÊN THỊNH VƯỢNG,Thỏa thuận,3 năm,Hà Nội,"An ninh mạng, IT..."
Nhân Viên Lập Trình,CÔNG TY TNHH TM & DV TRI LINH,Thỏa thuận,Dưới 1 năm,Hồ Chí Minh (mới),IT - Phần mềm
Fresher Data Engineer,"Pro
FPT SOFTWARE",Thỏa thuận,Không yêu cầu,Thỏa thuận,"Data Engineer, Tiến..., Nghỉ thứ 7, IT - Phần mềm"
Thực Tập Sinh Quản Trị Dự Án,"Pro
FPT IS",Thỏa thuận,Không yêu cầu,Thỏa thuận,"Không ..., Nghỉ thứ 7"
Nhân Viên Kinh Doanh Phần Mềm ERP (Thứ 2 - Thứ 6),CÔNG TY CỔ PHẦN ASOFT,Thỏa thuận,1 năm,Hồ Chí Minh (mới),"1 năm ki..., Nghỉ thứ 7, B2B"
Chuyên Viên Quản Trị Hạ Tầng,CÔNG TY TNHH DỊCH VỤ SỐ DIGILIFE VIỆT NAM,Thỏa thuận,3 năm,Hà Nội,"Viễn thông, Ng..."
Graphic Designer (Hệ Cao Đẳng),"Pro
TỔ CHỨC GIÁO DỤC FPT",Thỏa thuận,1 năm,Hà Nội,Giáo dục...
Lập Trình Viên Angular,CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,Thỏa thuận,3 năm,Hà Nội,Nghỉ thứ 7
Project Manager (PM) – Quản Lý Tổng Các Dự Án,CÔNG TY CỔ PHẦN SPACESPEAKERS LABEL,Thỏa thuận,2 năm,Hồ Chí Minh (mới),Cao Đ...
Graphic Designer,CÔNG TY TRÁCH NHIỆM HỮU HẠN THƯƠNG MẠI VÀ SẢN XUẤT COLIF,Thỏa thuận,2 năm,Hồ Chí Minh (mới),Thiết kế...
PM - 5 Năm Kinh Nghiệm,CÔNG TY CỔ PHẦN PARALINE SOFTWARE,Thỏa thuận,5 năm,Hồ Chí Minh (mới),"5..., Nghỉ thứ 7"
Chuyên Viên An Toàn Thông Tin (Pentest),"Pro
CÔNG TY CP GIẢI PHÁP THANH TOÁN VIỆT NAM (VNPAY)",Thỏa thuận,3 năm,Hà Nội,An ninh mạng
Senior Fullstack Developer,CÔNG TY TNHH NFQ VIỆT NAM,Thỏa thuận,5 năm,Hồ Chí Minh (mới) & Đà Nẵng (mới),"Thương m..., IT - Phần mềm"
Nhân Viên Thiết Kế Đồ Họa - PK Cơ Xương Khớp,PHÒNG KHÁM ĐA KHOA INTERMEC - CHI NHÁNH CÔNG TY TNHH PHÒNG KHÁM ĐA KHOA INTERMEC,Thỏa thuận,2 năm,Hồ Chí Minh (mới),Marketin...
Graphic Designer,CÔNG TY CỔ PHẦN EZ TECHNOLOGY,Thỏa thuận,1 năm,Hồ Chí Minh (mới),Thiết kế...
2D Artist,CÔNG TY CỔ PHẦN EZ TECHNOLOGY,Thỏa thuận,1 năm,Hồ Chí Minh (mới),"Game, Concept Artist, IT..."
Korean IT Comtor,CÔNG TY TNHH BLUE DRAGON COMMUNICATIONS,Thỏa thuận,1 năm,Hồ Chí Minh (mới),"1 năm ki..., IT Comtor, Nghỉ thứ 7, IT - Phần mềm"
Manual Tester/ Performance Tester - OB Sớm,CÔNG TY TNHH GIẢI PHÁP PHÂN TÍCH DỮ LIỆU INSIGHT DATA,Thỏa thuận,2 năm,Hà Nội,"2 nă..., Manual Tester, Nghỉ thứ 7, IT - Phần mềm"
Data Engineer,"Pro
FPT IS",Thỏa thuận,3 năm,Hà Nội,"Data Engineer, Nghỉ thứ 7"
User Acquisition Marketing (Mobile App),CÔNG TY CỔ PHẦN UNISOFT GLOBAL,Thỏa thuận,Dưới 1 năm,Hà Nội,"Nghỉ thứ 7, IT - Phần mềm"
Android Developer (Mobile App),CÔNG TY CỔ PHẦN UNISOFT GLOBAL,Thỏa thuận,1 năm,Hà Nội,Nghỉ thứ 7
Senior Tester (BA Experience),CÔNG TY CỔ PHẦN SCUTI,Thỏa thuận,4 năm,Hà Nội,"4 nă..., Manual Tester, Nghỉ thứ 7, IT - Phần mềm"
Nhân Viên Quản Trị Hệ Thống - Công Nghệ Thông Tin - Lương Upto 27 Triệu,CÔNG TY CỔ PHẦN SCOTS ENGLISH AUSTRALIA,27 Triệu,1 năm,Hà Nội,"Giáo dụ..., IT - Phần mềm"
Phân Tích Nghiệp Vụ (Senior),CÔNG TY CỔ PHẦN TƯ VẤN ĐẦU TƯ VÀ XÂY DỰNG GIAO THÔNG VẬN TẢI,Thỏa thuận,2 năm,Hà Nội,"IT - Phần ..., IT - Phần mềm"
System Administrator,CÔNG TY TNHH TIN HỌC VIỄN THÔNG NHẤT TIẾN CHUNG,Thỏa thuận,1 năm,Hà Nội,
Fullstack Java Developer,CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,Thỏa thuận,3 năm,Hà Nội,"Ngân hàn..., IT - Phần mềm"
Quality Engineer (Auto + Manual Tester),CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,Thỏa thuận,3 năm,Hà Nội,"T..., Ngân hàng, IT - Phần mềm"
Chuyên Viên Thiết Kế Đồ Họa,"Pro
CÔNG TY CỔ PHẦN VÀNG BẠC ĐÁ QUÝ PHÚ NHUẬN - PNJ",Thỏa thuận,2 năm,Hồ Chí Minh (mới),May mặc ...
Chuyên Viên Ứng Dụng IOS(IOS Developer Mobile App),ZITGA STUDIOS,Thỏa thuận,3 năm,Hà Nội,IT - P...
Chuyên Viên IT - Lập Trình Ứng Dụng Và Xử Lý Số Liệu,CÔNG TY CỔ PHẦN DEWOO,Thỏa thuận,1 năm,Đà Nẵng (mới),
Kỹ Thuật Viên Triển Khai,CÔNG TY CỔ PHẦN GIẢI PHÁP TPS,Thỏa thuận,1 năm,Đà Nẵng (mới),
CTV Lập Trình Viên,2NF SOFTWARE,Thỏa thuận,2 năm,Hà Nội,"Nghỉ thứ 7, IT - Phần mềm"
Thực Tập Sinh Triển Khai Phần Mềm,CÔNG TY TNHH PHÁT TRIỂN AROMA,Thỏa thuận,Không yêu cầu,Thỏa thuận,IT - ...
Nhân Viên Graphic Designer,CÔNG TY TNHH NỘI THẤT & QUẢNG CÁO Á ĐÔNG,Thỏa thuận,1 năm,Hồ Chí Minh (mới),Thiết kế...
Junior Graphic Designer,CÔNG TY TNHH GIÁ KHO GROUP,Thỏa thuận,1 năm,Hồ Chí Minh (mới),Bán lẻ -...
Chuyên Viên Thiết Kế,CÔNG TY CỔ PHẦN BẤT ĐỘNG SẢN BHS,Thỏa thuận,5 năm,Hà Nội,Bất động...
Data Analyst Teamleader (Collection Analytics),GALAXY DEBT TRADING COMPANY LIMITED,Thỏa thuận,1 năm,Hồ Chí Minh (mới),"Tài chính, Ngân hàng, Data Analyst, IT - Phần ..."
Nhân Viên Thiết Kế,CÔNG TY TNHH CHĂM SÓC MẸ VÀ BÉ TẠI NHÀ HOME CARE,Thỏa thuận,1 năm,Hà Nội,Bán lẻ -...
Database Engineer,CÔNG TY CỔ PHẦN ALADIN CONTRACT,Thỏa thuận,Không yêu cầu,Thỏa thuận,"Data Engineer, IT - Phần mềm"
SAP FICO Consultant,CÔNG TY CỔ PHẦN TƯ VẤN CÔNG NGHỆ NGS,Thỏa thuận,1 năm,Hồ Chí Minh (mới),"IT Consultant, Nghỉ thứ 7"
Cộng Tác Viên Level Game Design,CÔNG TY CỔ PHẦN FALCON TECHNOLOGY,Thỏa thuận,Không yêu cầu,Thỏa thuận,"Game, Nghỉ thứ 7, Game Design"
AI Engineer,"Pro
FPT IS",Thỏa thuận,3 năm,Hà Nội,"3 năm ..., AI Engineer, Nghỉ thứ 7, IT - Phần mềm"
Database Developer,"Pro
CÔNG TY TÀI CHÍNH TNHH HD SAISON",Thỏa thuận,2 năm,Hồ Chí Minh (mới),"Data Engineer, Ngân ..., Tài chính, IT - Phần mềm"
Lập Trình Viên Backend (.Net),"Pro
FPT IS",Thỏa thuận,Trên 5 năm,Hà Nội,"Nghỉ thứ 7, IT - Phần mềm"
TTS Công Nghệ Thông Tin (Có Đào Tạo),CÔNG TY TNHH CÔNG NGHỆ PHẦN MỀM NASANI,Thỏa thuận,Không yêu cầu,Thỏa thuận,"Mark..., B2B, IT - Phần mềm"
Backend Developer ( .NET),CÔNG TY CỔ PHẦN TƯ VẤN CÔNG NGHỆ NGS,Thỏa thuận,2 năm,Hà Nội,Nghỉ thứ 7
Project Manager Dự Án AI HUB,EDUPIA,Thỏa thuận,2 năm,Hà Nội,Đại H...
Flutter Developer,CÔNG TY CỔ PHẦN CÔNG NGHỆ EUP,Thỏa thuận,1 năm,Hà Nội,"Giáo dục / ..., IT - Phần mềm"
PM Dự Án/ Project Manager,CÔNG TY CỔ PHẦN LIFETEX,Thỏa thuận,4 năm,Hà Nội,"4 năm kin..., IT - Phần mềm"
CTV Thiết Kế Đồ Họa (Graphic Designer),CÔNG TY CỔ PHẦN GIÁO DỤC BẢO AN,Thỏa thuận,1 năm,Hà Nội,Thiết kế...
2D EVENT DESIGNER (Thiết Kế Đồ Họa Sự Kiện),CÔNG TY TNHH TRUYỀN THÔNG SỰ KIỆN WINNER,Thỏa thuận,1 năm,Hồ Chí Minh (mới),"Illustration, Marketin..."
Graphic Designer - Nhân Viên Thiết Kế,CÔNG TY TNHH KHAI NHẬT,Thỏa thuận,2 năm,Hồ Chí Minh (mới),Marketin...
Lập Trình Viên .NET (Leader),CÔNG TY CP CÔNG NGHỆ CYBER EYE,Thỏa thuận,3 năm,Hà Nội,"Nghỉ thứ 7, IT - Phần mềm"
Thiết Kế Đồ Họa,CÔNG TY CỔ PHẦN DJET GROUP,Thỏa thuận,1 năm,Hà Nội,Marketin...
Manual Tester (Core Banking),CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,Thỏa thuận,3 năm,Hà Nội,"Ngân hàng, Manual Tester, Tài c..., IT - Phần mềm"
Graphic Designer Parttime,CÔNG TY TNHH GIÁO DỤC QUỐC TẾ THALICEDU,Thỏa thuận,Dưới 1 năm,Hà Nội,Nghỉ thứ...
Project Manager An Toàn Thông Tin,CÔNG TY CỔ PHẦN FLEXTECH,Thỏa thuận,1 năm,Hà Nội,An ninh mạng
Manual Tester,CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,Thỏa thuận,3 năm,Hà Nội,"Manual Tester, Nghỉ thứ 7"
Java Developer,CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,Thỏa thuận,3 năm,Hà Nội,Nghỉ thứ 7
Vuejs Developer,CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,Thỏa thuận,3 năm,Hà Nội,Nghỉ thứ 7
Business Analyst,CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,Thỏa thuận,3 năm,Hà Nội,Ng...
Graphic Designer,CÔNG TY TNHH MỸ PHẨM MEISHANG VIỆT NAM,Thỏa thuận,1 năm,Hồ Chí Minh (mới),Marketin...
Nhân Viên Triển Khai Phần Mềm,CÔNG TY CP CÔNG NGHỆ CYBER EYE,Thỏa thuận,2 năm,Hà Nội,IT - ...
Quản Lý Dự Án Công Nghệ Thông Tin - PM,CÔNG TY CP CÔNG NGHỆ CYBER EYE,Thỏa thuận,3 năm,Hà Nội,"Nghỉ thứ ..., IT - Phần mềm"
Nhân Viên Front-End Developer_SmartTV,CÔNG TY CỔ PHẦN TRUYỀN HÌNH TƯƠNG TÁC VIỆT NAM,Thỏa thuận,3 năm,Hà Nội,"Nghỉ thứ ..., IT - Phần mềm"
Nhân Viên Bảo Trì Mạng,CÔNG TY TNHH NHÀ HÀNG BA VUI,Thỏa thuận,Dưới 1 năm,Hồ Chí Minh (mới),"Tuổi ..., IT - Phần mềm"
IT Support/IT Helpdesk,CÔNG TY TNHH TM & DV TRI LINH,Thỏa thuận,1 năm,Hồ Chí Minh (mới),
QA Engineer (Manual + Automation),CÔNG TY TNHH AEGONA,Thỏa thuận,1 năm,Hồ Chí Minh (mới) & Đắk Lắk (mới),IT ...
Middle Senior Backend Developer (Golang/Python/TypeScript),CÔNG TY CỔ PHẦN MỸ PHẨM QUỐC TẾ THÙY DUNG,Thỏa thuận,4 năm,Hà Nội,"Bán lẻ - H..., IT - Phần mềm"
IT Support Specialist/Helpdesk,CÔNG TY CỔ PHẦN TƯ VẤN ĐẦU TƯ GIẢI TRÍ VI,Thỏa thuận,2 năm,Hồ Chí Minh (mới),
Nhân Viên Kiểm Soát Chất Lượng QC/ Software Tester,CÔNG TY CỔ PHẦN CÔNG NGHỆ MICROTECH,Thỏa thuận,2 năm,Hà Nội,Ngh...
Fullstack Developer Tiếng Anh Tốt (NodeJS/ReactJS),CÔNG TY TNHH JITS INNOVATION LABS,Thỏa thuận,Dưới 1 năm,Hà Nội,"Tiếng Anh Đ..., Nghỉ thứ 7"
"Backend Java Developer/ Lập Trình Viên Backend (Senior) - Dự Án Chứng Khoán, Fintech - HN/HCM",CÔNG TY TNHH GROOO INTERNATIONAL,Thỏa thuận,5 năm,Hà Nội & Hồ Chí Minh (mới),"Chứng khoá..., IT - Phần mềm"
Software QA Engineer (Remote),CÔNG TY TNHH PHẦN MỀM GIÁ TRỊ TÍNH TOÁN VÀ ỨNG DỤNG CÔNG NGHỆ CAO,Thỏa thuận,2 năm,Hà Nội & 21 nơi khác,"QA Engineer, IT - Phần mềm"
Java Developer,CÔNG TY CỔ PHẦN CÔNG NGHỆ MICROTECH,Thỏa thuận,2 năm,Hà Nội,Nghỉ thứ 7
Java Backend,"Pro
TỔNG CÔNG TY CỔ PHẦN BƯU CHÍNH VIETTEL",Thỏa thuận,2 năm,Hà Nội,"IT - Phần ..., IT - Phần mềm"
Senior AI Research Engineer (Computer Vision) Từ 4 Năm Kinh Nghiệm,CÔNG TY TNHH THỊ GIÁC META,Thỏa thuận,4 năm,Hà Nội,"4 nă..., Nghỉ thứ 7, AI Researcher, IT - Phần mềm"
AI Platform Engineer (Remote),CÔNG TY TNHH PHẦN MỀM GIÁ TRỊ TÍNH TOÁN VÀ ỨNG DỤNG CÔNG NGHỆ CAO,Thỏa thuận,2 năm,Hà Nội & 18 nơi khác,"AI Engineer, IT - Phần mềm"
"Kỹ Sư Đảm Bảo Chất Lượng - Fresher/ Middle QA/ Tester - PHỎNG VẤN SAU TẾT - Tiếng Anh Tốt - Tại Hà Nội, Đà Nẵng - Thu Nhập Cạnh Tranh",CÔNG TY TNHH AVEPOINT VIỆT NAM,Thỏa thuận,Không yêu cầu,Thỏa thuận,"An ninh mạng, Manual Tester, IT..., IT - Phần mềm"
Business Analyst (HRM/ MKT/ Product Game) - Fresher/Junior,SONATGAME STUDIO,Thỏa thuận,1 năm,Hà Nội,IT...
Lập Trình Viên .NET,CÔNG TY CỔ PHẦN TẬP ĐOÀN CÔNG NGHỆ THIÊN HOÀNG,Thỏa thuận,1 năm,Hà Nội,"Nghỉ thứ..., IT - Phần mềm"
AI Engineer (Middle),CÔNG TY TNHH ATHENA AI,Thỏa thuận,3 năm,Hồ Chí Minh (mới),AI Engineer
PHP Developer ERP Cross-Border – YII – Tiếng Trung,CÔNG TY TNHH DUDU VIỆT NAM,Thỏa thuận,3 năm,Hồ Chí Minh (mới),"Thương mại..., IT - Phần mềm"
Designer/Retoucher Thẩm Mỹ,MĂNG BEAUTY STUDIO,Thỏa thuận,1 năm,Hồ Chí Minh (mới),Chăm sóc...
"Giám Đốc Sản Phẩm (Product Director) [Hà Nội] - Thu Nhập Cạnh Tranh, Từ 5 Năm Kinh Nghiệm Mảng Công Nghệ Thông Tin",CÔNG TY CỔ PHẦN TẬP ĐOÀN MEEY LAND,Thỏa thuận,Trên 5 năm,Hà Nội,IT - Phần m...
Technical Leader (PHP/Laravel),CÔNG TY CỔ PHẦN VIETEZ VIỆT NAM,Thỏa thuận,5 năm,Hà Nội,"Nghỉ thứ 7, IT - Phần mềm"
Process Quality Assurance (PQA),CÔNG TY TNHH MỘT THÀNH VIÊN AN NINH MẠNG VIETTEL,Thỏa thuận,Trên 5 năm,Hà Nội,An ninh m...
Tester Game Chỉ Tuyển Nữ Thu Nhập Từ 8 - 15 Triệu,CÔNG TY TNHH CÔNG NGHỆ HAY HAY GLOBAL,8 - 15 Triệu,Dưới 1 năm,Hà Nội,"Game, Game Tester, Nghỉ thứ 7, Dư..., IT - Phần mềm"
Software Tester (Yêu Cầu Automation) | Từ 2 Năm Kinh Nghiệm | Giải Pháp Công Nghệ Giáo Dục,CÔNG TY CỔ PHẦN CÔNG NGHỆ FLYER,Thỏa thuận,2 năm,Hà Nội,"Nghỉ thứ 7, IT - Phần mềm"
Business Analyst (Level Middle Trở Lên),"Pro
TỔNG CÔNG TY CỔ PHẦN BƯU CHÍNH VIETTEL",Thỏa thuận,3 năm,Hà Nội,IT...
Nhân Viên Kinh Doanh Phần Mềm CRM (Nghỉ T7 - CN),CÔNG TY CỔ PHẦN CÔNG NGHỆ GETFLY VIỆT NAM,Thỏa thuận,Dưới 1 năm,Hà Nội & Hồ Chí Minh (mới),"Telesales, Direct Sales"
Unity Developer Mobile Game Đi Làm Ngay,CÔNG TY CỔ PHẦN CÔNG NGHỆ VÀ PHẦN MỀM GENI GLOBAL,Thỏa thuận,2 năm,Hà Nội,Nghỉ thứ 7
Chuyên Viên Phân Tích Nghiệp Vụ (BA),CÔNG TY CỔ PHẦN PHÁT TRIỂN BẤT ĐỘNG SẢN VĂN PHÚ,Thỏa thuận,Trên 5 năm,Hà Nội,IT...
Bussiness Analyst (BA)/ Phân Tích Nghiệp Vụ,CÔNG TY CỔ PHẦN LIFETEX,Thỏa thuận,2 năm,Hà Nội,IT...
Senior Business Analyst - Kho/WMS (Ecommerce/Fulfillment),CÔNG TY CỔ PHẦN MỸ PHẨM QUỐC TẾ THÙY DUNG,Thỏa thuận,4 năm,Hà Nội,Kh...
Senior Business Analyst,CÔNG TY CỔ PHẦN PT HUB,Thỏa thuận,3 năm,Hà Nội,IT...
Full-Stack Developer,BSS GROUP,Thỏa thuận,3 năm,Hà Nội,"Thương mại..., IT - Phần mềm"
Senior Business Analyst (Ecommerce Website (Cosmetics Retail)),CÔNG TY CỔ PHẦN MỸ PHẨM QUỐC TẾ THÙY DUNG,Thỏa thuận,4 năm,Hà Nội,IT...
Backend Developer (Golang) | Giải Pháp Công Nghệ Giáo Dục,CÔNG TY CỔ PHẦN CÔNG NGHỆ FLYER,Thỏa thuận,2 năm,Hà Nội,"Nghỉ thứ 7, IT - Phần mềm"
Chuyên Viên Kinh Doanh Sản Phẩm CNTT,CÔNG TY CỔ PHẦN PT HUB,Thỏa thuận,3 năm,Hà Nội,"IT ..., Direct Sales, B2B, B2G"
Junior Scrum Master - Shopify App Development (Salary Up To 30M),CÔNG TY CỔ PHẦN CÔNG NGHỆ SECOMUS,30 Triệu,2 năm,Hà Nội,"Scrum Master, IT - Phần mềm"
Graphic Design / Nhân Viên Thiết Kế Đồ Họa,CÔNG TY CỔ PHẦN QUẢN LÝ LANCASTER LEGACY,Thỏa thuận,2 năm,Hồ Chí Minh (mới),Nhà hàng...
System Engineer (Tư Vấn),SVTECH,Thỏa thuận,Không yêu cầu,Thỏa thuận,An ninh mạng
Nhân Viên Tư Vấn Marketing,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ ANHI SOLUTION,Thỏa thuận,Không yêu cầu,Thỏa thuận,"Telesales, Direct Sales"
Network Engineer (Kỹ Sư Triển Khai Mạng) - ISP,SVTECH,Thỏa thuận,3 năm,Hồ Chí Minh (mới),An ninh mạng
Nhân Viên Thiết Kế Đồ Họa (Graphic Designer),CN TẠI MIỀN NAM - CÔNG TY CỔ PHẦN THIẾT KẾ LỤC GIÁC,Thỏa thuận,1 năm,Hồ Chí Minh (mới),Thiết kế...
Nhân Viên Designer,CÔNG TY CỔ PHẦN KÍNH AN TOÀN VIỆT NHẬT,Thỏa thuận,2 năm,Hưng Yên (mới) & 2 nơi khác,2 năm ki...
Thực Tập Sinh Sáng Tạo Nghệ Thuật CEm Studio,CÔNG TY TNHH DỊCH VỤ HÌNH ẢNH SỐ CM,Thỏa thuận,Không yêu cầu,Thỏa thuận,"Concept Artist, Tuổi 19 - 26"
Senior Graphic Designer – Delivery (Express & Food),CÔNG TY CỔ PHẦN DI CHUYỂN XANH VÀ THÔNG MINH GSM,Thỏa thuận,2 năm,Hồ Chí Minh (mới),Marketin...
Automation Test (Hà Nội),"Pro
NGÂN HÀNG TMCP AN BÌNH",Thỏa thuận,3 năm,Hà Nội,"Kỹ thuật IT, IT ..."
Nhân Viên Thiết Kế,CÔNG TY TNHH THUẬN LÊ,Thỏa thuận,Dưới 1 năm,Hồ Chí Minh (mới),Thiết kế...
Thiết Kế Đồ Hoạ (TMĐT),CÔNG TY TNHH XÂY DỰNG VÀ THƯƠNG MẠI PHẠM LÊ,Thỏa thuận,2 năm,Hà Nội,2 năm ki...
Android Engineer - OB Sớm,CÔNG TY TNHH GIẢI PHÁP PHÂN TÍCH DỮ LIỆU INSIGHT DATA,Thỏa thuận,1 năm,Hà Nội,"1..., Nghỉ thứ 7, IT - Phần mềm"
Nhân Viên It Helpdesk,CÔNG TY CỔ PHẦN NHA TRANG SEAFOODS - F.89,Thỏa thuận,1 năm,Cần Thơ (mới) & An Giang (mới),
Chuyên Viên IT Security,CÔNG TY CỔ PHẦN NHA TRANG SEAFOODS - F.89,Thỏa thuận,3 năm,Hồ Chí Minh (mới),"An ninh mạng, IT - ..."
Firmware Engineer,CÔNG TY TNHH TRACE-TEC VIỆT NAM,Thỏa thuận,1 năm,Hà Nội,Sản xuấ...
Nhân Viên Graphic Design (Social/Multimedia),CÔNG TY CỔ PHẦN D1 CONCEPTS,Thỏa thuận,1 năm,Hồ Chí Minh (mới),Thực phẩ...
Global Project Manager (English),CÔNG TY CP PHẦN MỀM MOR,Thỏa thuận,3 năm,Hà Nội & Hồ Chí Minh (mới),"Nghỉ thứ ..., IT - Phần mềm"
Lập Trình Viên Web,CÔNG TY TNHH K-GROUP GLOBAL,Thỏa thuận,1 năm,Nghệ An,"IT Consultant, IT - Phần mềm"
Graphic Designer,CÔNG TY TNHH PHẦN MỀM MIENTAY MEDIA,Thỏa thuận,1 năm,Hồ Chí Minh (mới),Marketin...
Senior Designer,CÔNG TY TNHH QUỐC TẾ QUẢNG CÁO TRUYỀN THÔNG INCA,Thỏa thuận,3 năm,Hà Nội & Hồ Chí Minh (mới),Thiết kế...
2D Artist Game,CÔNG TY CỔ PHẦN GAMEE,Thỏa thuận,1 năm,Hà Nội,"Game, Concept Artist, Nghỉ thứ 7"
Nhân Viên Quản Trị Cơ Sở Dữ Liệu (DBA),"Pro
CÔNG TY CP GIẢI PHÁP THANH TOÁN VIỆT NAM (VNPAY)",Thỏa thuận,3 năm,Hà Nội,
Vuejs Developer,CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,Thỏa thuận,3 năm,Hà Nội,Nghỉ thứ 7
Junior Graphic Designer,CÔNG TY CỔ PHẦN CÔNG NGHỆ ZENS,Thỏa thuận,Dưới 1 năm,Hồ Chí Minh (mới),Thiết kế...
Thực Tập Sinh Phân Tích Và Triển Khai Nghiệp Vụ,CÔNG TY CỔ PHẦN TẬP ĐOÀN IVI,Thỏa thuận,Không yêu cầu,Thỏa thuận,IT - ...
Thực Tập Sinh Giám Sát An Ninh Mạng,CÔNG TY CỔ PHẦN CÔNG NGHỆ AN NINH MẠNG QUỐC GIA VIỆT NAM,Thỏa thuận,Không yêu cầu,Thỏa thuận,"An ninh mạng, IT..."
Data Analyst,"Pro
FPT IS",Thỏa thuận,3 năm,Hà Nội,"Đ..., Data Analyst, Nghỉ thứ 7"
Chuyên Viên Tư Vấn Và Triển Khai ERP,CÔNG TY CỔ PHẦN GIẢI PHÁP CÔNG NGHỆ ARITO,Thỏa thuận,1 năm,Hà Nội,"Tài chính, IT Consultant, Kế toán, IT - Phần m..."
Android Developer,CÔNG TY CỔ PHẦN TƯ VẤN CÔNG NGHỆ NGS,Thỏa thuận,4 năm,Hà Nội,"4..., Nghỉ thứ 7, IT - Phần mềm"
Nhân Viên Thiết Kế Đồ Họa 2D,CÔNG TY VÀNG - BẠC - ĐÁ QUÝ HUY THÀNH,Thỏa thuận,1 năm,Hà Nội,1 năm ki...
Graphic Design Intern,CÔNG TY TNHH LỬA Á CHÂU,Thỏa thuận,Không yêu cầu,Thỏa thuận,Nghỉ thứ...
Art Director,CÔNG TY CỔ PHẦN TRUYỀN THÔNG MADDONE,Thỏa thuận,4 năm,Hồ Chí Minh (mới),Marketin...
Chuyên Viên Xử Lý & Kiểm Tra Dữ Liệu – JP N2,CÔNG TY CỔ PHẦN CÔNG NGHỆ SABI,Thỏa thuận,Không yêu cầu,Thỏa thuận,IT - ...
Kỹ Sư Lập Trình PLC - Thiết Kế Bản Vẽ Điện,CÔNG TY TNHH OYD ELECTRONIC VIỆT NAM,Thỏa thuận,2 năm,Hà Nội,Điệ...
Fresher Sales Support - IT Software - Japan Market,CÔNG TY CỔ PHẦN CÔNG NGHỆ SABI,Thỏa thuận,Không yêu cầu,Thỏa thuận,
Thực Tập Sinh Thiết Kế,CÔNG TY TNHH CÔNG NGHỆ VÀ TRUYỀN THÔNG IIT,Thỏa thuận,Không yêu cầu,Thỏa thuận,Thiết kế...
Nhân Viên Nhập Dữ Liệu,CÔNG TY TNHH IA- DATA TECH VIETNAM,Thỏa thuận,Không yêu cầu,Thỏa thuận,IT - ...
Thực Tập Sinh Lập Trình (Mảng IOT),CÔNG TY CỔ PHẦN PHÁT TRIỂN VÀ CHUYỂN GIAO CÔNG NGHỆ VIỆT NAM,Thỏa thuận,Không yêu cầu,Thỏa thuận,
Nhân Viên Chỉnh Sửa Hình Ảnh,CT TNHH SIMATAI VIET NAM,Thỏa thuận,Dưới 1 năm,Hồ Chí Minh (mới),Thiết kế...
Fullstack Developer (C/C++/C#/Python/SQL) - Hai Phong,CÔNG TY TNHH LG CNS VIỆT NAM,Thỏa thuận,1 năm,Hải Phòng (mới),"Nghỉ thứ..., IT - Phần mềm"
